word,source,level,letters,syllables,morphemes,aoa,imageability,wcbc_freq,tasa_freq,childes_freq,consistency,class,count
call,wonders,g1,4,1,1,5.833333333333333,4.4,69,924,1672,0.972972973,open,2
day,wonders,g1,3,1,1,2,4.8,362,4998,2252,0.959349593,open,4
her,wonders,g1,3,1,1,2,3.5,1002,14189,3940,0.975806452,closed,4
want,wonders,g1,4,1,1,4,2.4,167,4267,7338,0.066666667,open,4
around,wonders,g1,6,2,1,4.666666666666667,NA,180,3683,2636,0.656523798,closed,3
by,wonders,g1,2,1,1,5.666666666666667,1.6,287,4725,2327,0.686046512,closed,4
many,wonders,g1,4,2,1,2,NA,93,3156,1576,0.485614931,closed,5
place,wonders,g1,5,1,1,7,3.7,98,2146,1272,1,open,3
walk,wonders,g1,4,1,1,4,5.2,75,1117,1174,1,open,4
away,wonders,g1,4,2,1,2,NA,254,3640,2904,0.652458758,closed,4
now,wonders,g1,3,1,1,2,1.9,396,5918,6070,0.515555556,closed,4
some,wonders,g1,4,1,1,5.333333333333333,2,305,6404,5728,0.340909091,closed,4
today,wonders,g1,5,2,1,3.3333333333333335,NA,72,1184,2492,0.620808056,open,3
way,wonders,g1,3,1,1,6,2.3,243,4127,3466,0.959349593,open,4
why,wonders,g1,3,1,1,4.666666666666667,1.7,159,3229,4783,0.686046512,closed,4
green,wonders,g1,5,1,1,4.666666666666667,6.2,138,1035,1892,0.95,open,2
grow,wonders,g1,4,1,1,2,3.9,45,919,462,0.475555556,open,3
pretty,wonders,g1,6,2,1,2,NA,68,555,2332,0.463463526,open,4
should,wonders,g1,6,1,1,5,1.9,106,1408,2421,0.333333333,closed,3
together,wonders,g1,8,3,1,3.5,NA,75,1153,1471,0.505494271,open,4
water,wonders,g1,5,2,1,4,NA,111,3435,2442,0.513270626,open,5
any,wonders,g1,3,2,1,3.3333333333333335,NA,99,1937,2839,0.485614931,closed,4
from,wonders,g1,4,1,1,3.5,2,365,8306,3013,0.55,closed,5
happy,wonders,g1,5,2,1,7.666666666666667,NA,92,1062,1116,0.667949764,open,1
once,wonders,g1,4,1,1,7.333333333333333,2,120,1348,781,1,closed,5
so,wonders,g1,2,1,1,4.5,1.7,821,8343,5354,0.320135364,closed,3
upon,wonders,g1,4,2,1,4,NA,78,238,161,0.38226915,closed,3
ago,wonders,g1,3,2,1,2,NA,22,698,461,0.275974599,closed,1
boy,wonders,g1,3,1,1,3,6.2,128,2241,2885,0.952380952,open,3
girl,wonders,g1,4,1,1,2,6.3,81,1400,1998,1,open,3
how,wonders,g1,3,1,1,7,1.7,303,6244,5631,0.515555556,closed,4
old,wonders,g1,3,1,1,2,4.3,321,3271,1471,1,open,4
people,wonders,g1,6,2,1,2,NA,97,5365,2128,0.625,open,4
after,wonders,g1,5,2,1,5.571428571428571,NA,188,3176,2101,0.997523526,closed,3
buy,wonders,g1,3,1,1,6,3.6,47,495,1140,1,open,3
done,wonders,g1,4,1,1,3,2.3,66,714,2103,0.157894737,closed,4
every,wonders,g1,5,2,1,2,NA,113,1699,796,0.721457114,closed,4
soon,wonders,g1,4,1,1,2,2.2,110,1660,795,1,open,3
work,wonders,g1,4,1,1,4.5,3.9,77,2422,1858,0.692307692,open,4
about,wonders,g1,5,2,1,4.375,NA,304,7433,4495,0.656523798,closed,4
animal,wonders,g1,6,3,1,2,NA,10,532,613,0.628510436,open,3
carry,wonders,g1,5,2,1,7.555555555555555,NA,23,339,560,0.485614931,open,4
eight,wonders,g1,5,1,1,2,5.9,29,218,992,0.714285714,closed,3
give,wonders,g1,4,1,1,4,2.8,100,1570,3245,0.238095238,open,4
our,wonders,g1,3,1,1,4,1.8,192,2239,1958,0.036363636,closed,4
because,wonders,g1,7,2,1,2,NA,123,2015,4531,0.352443814,closed,4
blue,wonders,g1,4,1,1,6.333333333333333,6.1,149,787,1930,0.638888889,open,2
into,wonders,g1,4,2,2,8,NA,405,6194,1986,0.455456538,closed,5
or,wonders,g1,2,1,1,5,1.4,287,5020,3684,0.884318766,closed,4
other,wonders,g1,5,2,1,3.3333333333333335,NA,166,4085,3758,0.622396623,closed,4
small,wonders,g1,5,1,1,2,4.2,120,1621,1015,0.972972973,open,3
find,wonders,g1,4,1,1,5,2.5,131,3086,2491,0.523809524,open,4
food,wonders,g1,4,1,1,2,6,68,1646,1763,0.092592593,open,2
more,wonders,g1,4,1,1,2,NA,248,3535,5000,1,closed,3
over,wonders,g1,4,2,1,4.666666666666667,NA,301,4574,4670,0.657591208,closed,4
start,wonders,g1,5,1,1,4.5,2.9,35,645,1137,0.838709677,open,3
warm,wonders,g1,4,1,1,7.2,3.5,51,760,719,0.178571429,open,3
caught,wonders,g1,6,1,1,2,3.3,43,461,500,1,open,1
flew,wonders,g1,4,1,1,2,3.7,90,308,243,0.974025974,open,1
know,wonders,g1,4,1,1,3,2.4,250,5664,6539,0.475555556,open,5
laugh,wonders,g1,5,1,1,2,4.9,14,367,224,0.153846154,open,3
listen,wonders,g1,6,2,1,2,NA,38,575,944,0.538812531,open,3
were,wonders,g1,4,1,1,6,1.5,492,8631,3176,0.04,closed,5
found,wonders,g1,5,1,1,5,2.7,120,1700,1397,0.96,open,3
hard,wonders,g1,4,1,1,6.571428571428571,3.3,79,1697,1690,0.92,open,2
near,wonders,g1,4,1,1,3,3.3,32,1050,446,0.586206897,closed,2
woman,wonders,g1,5,2,1,3,NA,88,1021,219,0.233965886,open,2
would,wonders,g1,5,1,1,8.5,1.6,380,6996,3355,0.666666667,closed,5
write,wonders,g1,5,1,1,2,4.8,25,743,864,1,open,4
four,wonders,g1,4,1,1,2,5.9,79,764,2078,0.345454545,closed,4
large,wonders,g1,5,1,1,2,4.1,29,720,116,1,open,3
none,wonders,g1,4,1,1,4,2.6,23,143,266,0.157894737,closed,3
only,wonders,g1,4,2,1,5,NA,129,2762,2001,0.452820169,open,5
put,wonders,g1,3,1,1,2,2.2,189,4176,6124,0.114285714,open,5
round,wonders,g1,5,1,1,7.428571428571429,5.4,85,384,697,0.96,closed,2
another,wonders,g1,7,3,1,3,NA,112,1912,3568,0.604491035,closed,3
climb,wonders,g1,5,1,1,2,5.4,29,272,526,0.5,open,2
full,wonders,g1,4,1,1,8.666666666666666,3.4,75,451,695,0.592592593,open,3
great,wonders,g1,5,1,1,4,2.5,128,1270,1312,0.096774194,open,3
poor,wonders,g1,4,1,1,5.333333333333333,4,66,392,620,0.238095238,open,1
through,wonders,g1,7,1,1,6.4,1.9,208,2046,1684,0.173913043,closed,3
began,wonders,g1,5,2,1,2,NA,88,1733,102,0.227618599,open,2
better,wonders,g1,6,2,2,5.6,NA,78,1414,2721,0.675791037,open,3
guess,wonders,g1,5,1,1,4,2.6,38,590,1536,1,open,2
learn,wonders,g1,5,1,1,3,2.9,16,717,444,1,open,4
right,wonders,g1,5,1,1,5.8,3.6,250,4138,6474,1,open,4
sure,wonders,g1,4,1,1,3.3333333333333335,2.2,85,1620,2423,1,open,4
color,wonders,g1,5,2,1,7,NA,36,246,1525,0.330933703,open,4
early,wonders,g1,5,2,1,2,NA,32,443,350,0.584410253,open,4
instead,wonders,g1,7,2,1,2,NA,47,311,560,0.899811061,open,1
nothing,wonders,g1,7,2,1,4.5,NA,68,1168,1354,0.624873096,closed,2
oh,wonders,g1,2,1,1,NA,NA,345,1941,7999,0.5,closed,2
thought,wonders,g1,7,1,1,6.4,3.1,211,3239,1772,0.928571429,open,4
above,wonders,g1,5,2,1,3.6,NA,31,433,197,0.292887435,open,3
build,wonders,g1,5,1,1,2.6666666666666665,3.8,29,237,691,1,open,3
fall,wonders,g1,4,1,1,6.8,4.8,41,620,1698,0.972972973,open,3
knew,wonders,g1,4,1,1,4,2.2,74,1812,521,0.974025974,open,3
money,wonders,g1,5,2,1,2,NA,23,1145,844,0.54878614,open,3
toward,wonders,g1,6,2,1,9.6,NA,33,801,65,0.142730239,closed,2
answer,wonders,g1,6,2,1,6.5,NA,34,574,279,0.868859031,open,3
brought,wonders,g1,7,1,1,4,2.1,39,513,691,0.928571429,open,3
busy,wonders,g1,4,2,1,7.333333333333333,NA,35,348,426,0.454631843,open,2
door,wonders,g1,4,1,1,2,NA,138,2268,1887,0.761904762,open,4
enough,wonders,g1,6,2,1,2,NA,80,1279,1491,0.049698719,closed,4
eyes,wonders,g1,4,1,2,6,NA,103,1851,1275,1,open,3
brother,wonders,g1,7,2,1,6,NA,62,741,594,0.622396623,open,3
father,wonders,g1,6,2,1,7.2,NA,63,2911,408,0.513270626,open,4
friend,wonders,g1,6,1,1,7,5.6,95,1046,914,0.888888889,open,3
love,wonders,g1,4,1,1,3.5,4,224,410,1508,0.482758621,open,2
mother,wonders,g1,6,2,1,5.75,NA,286,4365,1123,0.622396623,open,5
picture,wonders,g1,7,2,1,5.333333333333333,NA,31,1106,1462,0.811965812,open,4
been,wonders,g1,4,1,1,4,1.9,112,3128,1521,0.05,closed,5
children,wonders,g1,8,2,1,2,NA,85,1425,600,0.715103911,open,3
month,wonders,g1,5,1,1,4,4.4,4,123,119,1,open,2
question,wonders,g1,8,2,1,9,NA,11,243,289,0.8125,open,1
their,wonders,g1,5,1,1,2,1.9,322,4030,1544,0.6,closed,3
year,wonders,g1,4,1,1,2,3.9,28,728,599,0.586206897,open,1
before,wonders,g1,6,2,1,5.5,NA,126,2378,1852,0.705214925,closed,4
front,wonders,g1,5,1,1,7.857142857142857,4.4,74,1269,918,0.285714286,open,1
heard,wonders,g1,5,1,1,2,3.1,107,1475,749,0.333333333,open,3
push,wonders,g1,4,1,1,5.333333333333333,4.1,12,233,1398,0.285714286,open,2
tomorrow,wonders,g1,8,3,1,2,NA,33,371,977,0.240507821,open,2
your,wonders,g1,4,1,1,2,NA,508,7775,6703,0.072727273,closed,4
favorite,wonders,g1,8,3,2,5,NA,45,135,793,0.330577233,open,2
few,wonders,g1,3,1,1,2,2.7,29,1225,671,0.974025974,closed,3
gone,wonders,g1,4,1,1,4.666666666666667,2.6,70,961,1109,0.026315789,open,2
surprise,wonders,g1,8,2,1,4,NA,22,398,301,0.868421053,open,1
wonder,wonders,g1,6,2,1,4.666666666666667,NA,30,261,711,0.764744429,open,1
young,wonders,g1,5,1,1,3.6666666666666665,4.3,44,855,178,0.666666667,open,3
are,wonders,g2,3,1,1,2,1.3,608,12184,6724,0.02,closed,5
the,wonders,g2,3,1,1,3,1.3,9394,157423,9746,0.204887628,closed,5
to,wonders,g2,2,1,1,4,1.4,3772,71163,9138,0.010152284,closed,5
you,wonders,g2,3,1,1,6,3.1,2217,39429,10398,0.333333333,closed,4
like,wonders,g2,4,1,1,5.333333333333333,2.7,559,8796,7086,1,closed,3
said,wonders,g2,4,1,2,5.333333333333333,2.1,1395,32326,3064,0.1,open,5
and,wonders,g2,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
of,wonders,g2,2,1,1,5.5,1.5,2080,37988,6665,0.142857143,closed,5
and,wonders,g2,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
play,wonders,g2,4,1,1,4.5,4.5,135,1961,4446,0.959349593,open,3
some,wonders,g2,4,1,1,5.333333333333333,2,305,6404,5728,0.340909091,closed,4
where,wonders,g2,5,1,1,4,1.9,304,3962,5440,0.6,closed,5
do,wonders,g2,2,1,1,5,1.7,674,10957,8087,0.010152284,closed,5
has,wonders,g2,3,1,1,2,1.6,163,3159,3217,NA,closed,5
they,wonders,g2,4,1,1,4,2.3,1043,18450,5266,0.4,closed,4
this,wonders,g2,4,1,1,5,1.8,509,10480,7903,0.859922179,closed,3
go,wonders,g2,2,1,1,5.25,2.2,515,7077,7602,0.320135364,open,3
me,wonders,g2,2,1,1,3,3.5,738,9446,7555,0.204887628,closed,4
my,wonders,g2,2,1,1,2,1.7,1104,10595,6232,0.686046512,closed,4
was,wonders,g2,3,1,1,2,1.4,1766,31825,5686,0.05,closed,5
ball,wonders,g2,4,1,1,4.4,6.6,74,1139,1599,0.972972973,open,2
blue,wonders,g2,4,1,1,6.333333333333333,6.1,149,787,1930,0.638888889,open,2
both,wonders,g2,4,1,1,2,2.3,49,814,1073,0.1,closed,5
even,wonders,g2,4,2,1,4,NA,136,2247,1551,0.357230265,open,3
for,wonders,g2,3,1,1,4.714285714285714,1.3,1131,17889,6501,0.115681234,closed,4
help,wonders,g2,4,1,1,6.5,2.8,152,3302,2631,1,open,3
put,wonders,g2,3,1,1,2,2.2,189,4176,6124,0.114285714,open,5
there,wonders,g2,5,1,1,6,NA,634,10264,7192,0.6,closed,4
why,wonders,g2,3,1,1,4.666666666666667,1.7,159,3229,4783,0.686046512,closed,4
yellow,wonders,g2,6,2,1,3.5,NA,88,524,1414,0.529013779,open,2
could,wonders,g2,5,1,1,3,1.7,438,6712,3150,0.666666667,closed,4
find,wonders,g2,4,1,1,5,2.5,131,3086,2491,0.523809524,open,4
funny,wonders,g2,5,2,2,6,NA,44,569,1764,0.710301946,open,2
green,wonders,g2,5,1,1,4.666666666666667,6.2,138,1035,1892,0.95,open,2
how,wonders,g2,3,1,1,7,1.7,303,6244,5631,0.515555556,closed,4
little,wonders,g2,6,2,1,5.666666666666667,NA,923,6326,5448,0.78402608,closed,4
one,wonders,g2,3,1,1,3.3333333333333335,4.9,675,10518,7257,0.157894737,closed,5
or,wonders,g2,2,1,1,5,1.4,287,5020,3684,0.884318766,closed,4
see,wonders,g2,3,1,1,6,3,376,7814,7007,0.926267281,open,4
sounds,wonders,g2,6,1,2,NA,NA,29,332,639,0.9,open,1
boy,wonders,g2,3,1,1,3,6.2,128,2241,2885,0.952380952,open,3
by,wonders,g2,2,1,1,5.666666666666667,1.6,287,4725,2327,0.686046512,closed,4
girl,wonders,g2,4,1,1,2,6.3,81,1400,1998,1,open,3
he,wonders,g2,2,1,1,2,3.5,2456,41058,6202,0.204887628,closed,4
here,wonders,g2,4,1,1,2,1.8,277,4731,7116,0.36,closed,4
she,wonders,g2,3,1,1,2,3.8,1417,21964,4539,0.204887628,closed,4
small,wonders,g2,5,1,1,2,4.2,120,1621,1015,0.972972973,open,3
want,wonders,g2,4,1,1,4,2.4,167,4267,7338,0.066666667,open,4
were,wonders,g2,4,1,1,6,1.5,492,8631,3176,0.04,closed,5
what,wonders,g2,4,1,1,3.3333333333333335,1.4,665,12692,8682,0.051724138,closed,5
another,wonders,g2,7,3,1,3,NA,112,1912,3568,0.604491035,closed,3
done,wonders,g2,4,1,1,3,2.3,66,714,2103,0.157894737,closed,4
into,wonders,g2,4,2,2,8,NA,405,6194,1986,0.455456538,closed,5
move,wonders,g2,4,1,1,5.714285714285714,3.2,38,1155,1423,0.137931034,open,4
now,wonders,g2,3,1,1,2,1.9,396,5918,6070,0.515555556,closed,4
show,wonders,g2,4,1,1,3.6666666666666665,4,82,1301,2425,0.475555556,open,4
too,wonders,g2,3,1,1,3.3333333333333335,1.3,317,5194,5455,0.707602339,closed,4
water,wonders,g2,5,2,1,4,NA,111,3435,2442,0.513270626,open,5
year,wonders,g2,4,1,1,2,3.9,28,728,599,0.586206897,open,1
your,wonders,g2,4,1,1,2,NA,508,7775,6703,0.072727273,closed,4
all,wonders,g2,3,1,1,2,2.3,1045,11684,6173,0.972972973,closed,3
any,wonders,g2,3,2,1,3.3333333333333335,NA,99,1937,2839,0.485614931,closed,4
goes,wonders,g2,4,1,2,NA,NA,81,542,2848,0.75,open,4
new,wonders,g2,3,1,1,2,3,187,2618,2016,0.974025974,open,4
number,wonders,g2,6,2,2,5.111111111111111,NA,14,319,640,0.997523526,open,3
other,wonders,g2,5,2,1,3.3333333333333335,NA,166,4085,3758,0.622396623,closed,4
right,wonders,g2,5,1,1,5.8,3.6,250,4138,6474,1,open,4
says,wonders,g2,4,1,2,NA,NA,184,1577,1827,1,open,2
understands,wonders,g2,11,3,2,NA,NA,3,14,9,0.931357202,open,1
work,wonders,g2,4,1,1,4.5,3.9,77,2422,1858,0.692307692,open,4
because,wonders,g2,7,2,1,2,NA,123,2015,4531,0.352443814,closed,4
cold,wonders,g2,4,1,1,6.285714285714286,4.2,85,1081,1398,1,open,3
family,wonders,g2,6,3,1,5.75,NA,47,1035,343,0.584356508,open,3
friends,wonders,g2,7,1,2,NA,NA,92,1168,756,1,open,2
have,wonders,g2,4,1,1,7,1.9,555,12785,7108,0.04,closed,5
know,wonders,g2,4,1,1,3,2.4,250,5664,6539,0.475555556,open,5
off,wonders,g2,3,1,1,4.222222222222222,2.6,218,2886,4167,0.615384615,closed,4
picture,wonders,g2,7,2,1,5.333333333333333,NA,31,1106,1462,0.811965812,open,4
school,wonders,g2,6,1,1,4.8,6.5,132,2708,2136,0.933333333,open,4
took,wonders,g2,4,1,1,4,2.4,140,2504,1479,0.96969697,open,2
change,wonders,g2,6,1,1,3.6666666666666665,3.2,24,568,643,0.888888889,open,3
cheer,wonders,g2,5,1,1,4,4.6,9,30,22,1,open,1
fall,wonders,g2,4,1,1,6.8,4.8,41,620,1698,0.972972973,open,3
five,wonders,g2,4,1,1,2,5.8,62,618,1950,0.761904762,closed,3
look,wonders,g2,4,1,1,4,3.9,214,5445,5607,0.96969697,open,4
open,wonders,g2,4,2,1,6.666666666666667,NA,60,936,2424,0.414854133,open,3
should,wonders,g2,6,1,1,5,1.9,106,1408,2421,0.333333333,closed,3
their,wonders,g2,5,1,1,2,1.9,322,4030,1544,0.6,closed,3
won,wonders,g2,3,1,1,2,3.2,6,166,166,0.534441805,open,2
yes,wonders,g2,3,1,1,2,2.3,96,2059,4707,0.612244898,closed,2
almost,wonders,g2,6,2,1,2,NA,64,907,1377,0.621497774,open,3
buy,wonders,g2,3,1,1,6,3.6,47,495,1140,1,open,3
food,wonders,g2,4,1,1,2,6,68,1646,1763,0.092592593,open,2
out,wonders,g2,3,1,1,3.8,2.2,648,10800,5624,0.993150685,closed,4
pull,wonders,g2,4,1,1,6.666666666666667,4.1,24,333,1221,0.592592593,open,4
saw,wonders,g2,3,1,1,4.8,3.9,160,3322,1913,0.972222222,open,3
sky,wonders,g2,3,1,1,2,6.5,102,863,522,0.686046512,open,1
straight,wonders,g2,8,1,1,8.4,4.1,36,368,381,0.75,open,1
under,wonders,g2,5,2,1,5.333333333333333,NA,102,1409,1451,0.980369137,closed,3
wash,wonders,g2,4,1,1,7.5,5.1,27,174,980,0.155555556,open,2
baby,wonders,g2,4,2,1,3,NA,170,712,3436,0.525633875,open,2
early,wonders,g2,5,2,1,2,NA,32,443,350,0.584410253,open,4
eight,wonders,g2,5,1,1,2,5.9,29,218,992,0.714285714,closed,3
isn't,wonders,g2,5,2,2,2,NA,NA,648,2335,0.78402608,open,1
learn,wonders,g2,5,1,1,3,2.9,16,717,444,1,open,4
seven,wonders,g2,5,2,1,2,NA,30,267,1046,0.433053961,closed,2
start,wonders,g2,5,1,1,4.5,2.9,35,645,1137,0.838709677,open,3
these,wonders,g2,5,1,1,6,1.6,73,2205,3896,1,closed,3
try,wonders,g2,3,1,1,6.333333333333333,2,80,1079,2381,0.686046512,open,4
walk,wonders,g2,4,1,1,4,5.2,75,1117,1174,1,open,4
bird,wonders,g2,4,1,1,7.333333333333333,6.4,112,825,1102,1,open,2
far,wonders,g2,3,1,1,2,3.5,57,1135,671,0.93148148099999994,open,3
field,wonders,g2,5,1,1,8.615384615384615,6.5,19,425,109,1,open,2
flower,wonders,g2,6,1,1,5.333333333333333,NA,25,229,490,0.755301304,open,2
grow,wonders,g2,4,1,1,2,3.9,45,919,462,0.475555556,open,3
leaves,wonders,g2,6,1,2,2,NA,30,593,368,1,open,1
light,wonders,g2,5,1,1,6,5.3,59,1163,1289,1,open,3
orange,wonders,g2,6,2,1,6.333333333333333,NA,32,139,1297,0.088888889,open,2
ready,wonders,g2,5,2,1,3.3333333333333335,NA,60,856,2008,0.598203357,open,2
until,wonders,g2,5,2,1,4,NA,94,1178,1036,0.668892122,closed,2
about,wonders,g2,5,2,1,4.375,NA,304,7433,4495,0.656523798,closed,4
around,wonders,g2,6,2,1,4.666666666666667,NA,180,3683,2636,0.656523798,closed,3
good,wonders,g2,4,1,1,5.6,2.6,332,4653,5602,0.537037037,open,4
great,wonders,g2,5,1,1,4,2.5,128,1270,1312,0.096774194,open,3
idea,wonders,g2,4,3,1,4.666666666666667,NA,37,691,1113,0.280207156,open,2
often,wonders,g2,5,2,1,2,NA,16,513,122,0.469072165,open,4
part,wonders,g2,4,1,1,5.75,3.3,16,1050,1325,0.838709677,open,2
second,wonders,g2,6,2,1,5,NA,35,502,867,0.49076751,closed,2
two,wonders,g2,3,1,1,2,4.8,240,3602,4509,0.010152284,closed,5
world,wonders,g2,5,1,1,8,6.5,94,822,342,1,open,4
also,wonders,g2,4,2,1,4,NA,27,1175,723,0.293580154,open,3
apart,wonders,g2,5,2,1,5.333333333333333,NA,6,110,447,0.585095227,open,1
begin,wonders,g2,5,2,1,2,NA,8,257,82,0.243304691,open,2
either,wonders,g2,6,2,1,8,NA,13,356,901,0.61115989,closed,1
hundred,wonders,g2,7,2,1,2,NA,19,264,294,0.926241837,closed,2
over,wonders,g2,4,2,1,4.666666666666667,NA,301,4574,4670,0.657591208,closed,4
places,wonders,g2,6,2,2,NA,NA,30,626,181,0.493620296,open,1
those,wonders,g2,5,1,1,6,1.7,93,1004,3877,0.666666667,closed,3
which,wonders,g2,5,1,1,6,1.6,74,1325,1933,1,closed,3
without,wonders,g2,7,2,2,5.333333333333333,NA,62,960,569,0.555215974,closed,2
better,wonders,g2,6,2,2,5.6,NA,78,1414,2721,0.675791037,open,3
group,wonders,g2,5,1,1,2,5.2,NA,354,183,0.75,open,2
long,wonders,g2,4,1,1,5.333333333333333,3.6,222,3210,1898,0.135135135,open,3
more,wonders,g2,4,1,1,2,NA,248,3535,5000,1,closed,3
only,wonders,g2,4,2,1,5,NA,129,2762,2001,0.452820169,open,5
our,wonders,g2,3,1,1,4,1.8,192,2239,1958,0.036363636,closed,4
started,wonders,g2,7,2,2,NA,NA,90,1646,696,0.909136967,open,1
three,wonders,g2,5,1,1,2,5.3,161,1686,2817,0.926267281,closed,3
who,wonders,g2,3,1,1,3,1.5,334,3676,4031,0.010152284,closed,5
won't,wonders,g2,5,1,1,2,NA,NA,1027,2137,0.285714286,open,1
after,wonders,g2,5,2,1,5.571428571428571,NA,188,3176,2101,0.997523526,closed,3
before,wonders,g2,6,2,1,5.5,NA,126,2378,1852,0.705214925,closed,4
every,wonders,g2,5,2,1,2,NA,113,1699,796,0.721457114,closed,4
few,wonders,g2,3,1,1,2,2.7,29,1225,671,0.974025974,closed,3
first,wonders,g2,5,1,1,2,4.1,132,2920,2709,1,closed,4
hear,wonders,g2,4,1,1,3,3.3,117,1312,1979,0.586206897,open,2
hurt,wonders,g2,4,1,1,2,3.6,23,587,1663,1,open,2
old,wonders,g2,3,1,1,2,4.3,321,3271,1471,1,open,4
special,wonders,g2,7,2,1,4,NA,24,555,642,0.67826751,open,2
would,wonders,g2,5,1,1,8.5,1.6,380,6996,3355,0.666666667,closed,5
america,wonders,g2,7,4,1,2,NA,5,164,29,0.366357427,open,2
beautiful,wonders,g2,9,3,2,2,NA,59,517,759,0.734800278,open,2
began,wonders,g2,5,2,1,2,NA,88,1733,102,0.227618599,open,2
climbed,wonders,g2,7,1,2,NA,NA,51,345,177,1,open,1
come,wonders,g2,4,1,1,3,2.2,286,4657,5352,0.340909091,open,5
country,wonders,g2,7,2,1,2,NA,19,451,168,0.483757877,open,4
didn't,wonders,g2,6,2,2,2,NA,NA,3784,4031,1,open,2
give,wonders,g2,4,1,1,4,2.8,100,1570,3245,0.238095238,open,4
live,wonders,g2,4,1,1,6.666666666666667,3.5,50,1479,858,0.238095238,open,3
turned,wonders,g2,6,1,2,NA,NA,73,1498,611,1,open,1
below,wonders,g2,5,2,1,7,NA,16,388,64,0.555961193,closed,2
colors,wonders,g2,6,2,2,8,NA,21,162,626,0.61350946,open,1
don't,wonders,g2,5,1,2,2,NA,NA,5101,7721,0.285714286,open,3
down,wonders,g2,4,1,1,9.125,4,502,6766,5356,0.820512821,closed,4
eat,wonders,g2,3,1,1,5.333333333333333,4.8,148,2135,4176,0.741935484,open,3
many,wonders,g2,4,2,1,2,NA,93,3156,1576,0.485614931,closed,5
morning,wonders,g2,7,2,1,2,NA,134,1701,1611,0.942159383,open,3
sleep,wonders,g2,5,1,1,2,5.5,111,978,1455,1,open,2
through,wonders,g2,7,1,1,6.4,1.9,208,2046,1684,0.173913043,closed,3
very,wonders,g2,4,2,1,5.333333333333333,NA,368,4611,3194,0.630493855,open,4
animal,wonders,g2,6,3,1,2,NA,10,532,613,0.628510436,open,3
away,wonders,g2,4,2,1,2,NA,254,3640,2904,0.652458758,closed,4
building,wonders,g2,8,2,2,2,NA,8,390,518,1,open,1
found,wonders,g2,5,1,1,5,2.7,120,1700,1397,0.96,open,3
from,wonders,g2,4,1,1,3.5,2,365,8306,3013,0.55,closed,5
saturday,wonders,g2,8,3,1,2,NA,22,198,461,0.81048228,open,2
thought,wonders,g2,7,1,1,6.4,3.1,211,3239,1772,0.928571429,open,4
today,wonders,g2,5,2,1,3.3333333333333335,NA,72,1184,2492,0.620808056,open,3
toward,wonders,g2,6,2,1,9.6,NA,33,801,65,0.142730239,closed,2
watch,wonders,g2,5,1,1,3,5.9,60,836,2489,0.064516129,open,3
ago,wonders,g2,3,2,1,2,NA,22,698,461,0.275974599,closed,1
carry,wonders,g2,5,2,1,7.555555555555555,NA,23,339,560,0.485614931,open,4
certain,wonders,g2,7,2,1,5.333333333333333,NA,3,148,85,0.657546083,closed,3
everyone,wonders,g2,8,3,2,2,NA,137,937,332,0.528590457,closed,1
heavy,wonders,g2,5,2,1,9.75,NA,24,342,548,0.598203357,open,1
outside,wonders,g2,7,2,2,4.5,NA,62,816,1695,0.996575342,closed,1
people,wonders,g2,6,2,1,2,NA,97,5365,2128,0.625,open,4
problem,wonders,g2,7,2,1,5,NA,13,244,374,0.359212387,open,2
together,wonders,g2,8,3,1,3.5,NA,75,1153,1471,0.505494271,open,4
warm,wonders,g2,4,1,1,7.2,3.5,51,760,719,0.178571429,open,3
again,wonders,g2,5,2,1,4,NA,208,3040,3365,0.16545237,open,5
behind,wonders,g2,6,2,1,3,NA,92,1076,799,0.455214925,closed,1
eyes,wonders,g2,4,1,2,6,NA,103,1851,1275,1,open,3
gone,wonders,g2,4,1,1,4.666666666666667,2.6,70,961,1109,0.026315789,open,2
happened,wonders,g2,8,2,2,NA,NA,46,855,2014,0.706289457,open,2
house,wonders,g2,5,1,1,7.833333333333333,NA,302,4070,3076,0.939393939,open,4
inside,wonders,g2,6,2,2,4.6,NA,78,1233,1452,0.948591549,closed,1
neither,wonders,g2,7,2,1,6,NA,8,97,88,0.61115989,closed,1
stood,wonders,g2,5,1,1,4,4.3,53,948,95,0.537037037,open,1
young,wonders,g2,5,1,1,3.6666666666666665,4.3,44,855,178,0.666666667,open,3
among,wonders,g2,5,2,1,4,NA,11,155,21,0.184301576,closed,2
bought,wonders,g2,6,1,1,2,3.2,13,181,513,0.928571429,open,2
knew,wonders,g2,4,1,1,4,2.2,74,1812,521,0.974025974,open,3
never,wonders,g2,5,2,1,2,NA,209,2418,1426,0.675791037,closed,3
once,wonders,g2,4,1,1,7.333333333333333,2,120,1348,781,1,closed,5
soon,wonders,g2,4,1,1,2,2.2,110,1660,795,1,open,3
sorry,wonders,g2,5,2,1,4,NA,32,408,1319,0.626507225,open,1
talk,wonders,g2,4,1,1,2,4.7,43,1132,2044,1,open,4
touch,wonders,g2,5,1,1,8.4,4.2,10,269,1039,0.416666667,open,1
upon,wonders,g2,4,2,1,4,NA,78,238,161,0.38226915,closed,3
answer,wonders,g2,6,2,1,6.5,NA,34,574,279,0.868859031,open,3
been,wonders,g2,4,1,1,4,1.9,112,3128,1521,0.05,closed,5
