source,word,Z,var,source_order
Dolch,are,-1.7182255853732684,wcbc_rank,1
Dolch,at,-1.72170415915153,wcbc_rank,1
Dolch,ate,-1.6528283983419527,wcbc_rank,1
Dolch,be,-1.719964872262399,wcbc_rank,1
Dolch,black,-1.6465669655410822,wcbc_rank,1
Dolch,brown,-1.629521954027601,wcbc_rank,1
Dolch,but,-1.7248348755519651,wcbc_rank,1
Dolch,came,-1.705354862393701,wcbc_rank,1
Dolch,did,-1.7004848591041348,wcbc_rank,1
Dolch,do,-1.7206605870180514,wcbc_rank,1
Dolch,eat,-1.6785698443010877,wcbc_rank,1
Dolch,four,-1.627434809760644,wcbc_rank,1
Dolch,get,-1.7032677181267442,wcbc_rank,1
Dolch,good,-1.7067462919050056,wcbc_rank,1
Dolch,have,-1.7168341558619638,wcbc_rank,1
Dolch,he,-1.7300527362193574,wcbc_rank,1
Dolch,into,-1.7119641525723976,wcbc_rank,1
Dolch,like,-1.71718201323979,wcbc_rank,1
Dolch,must,-1.6764827000341307,wcbc_rank,1
Dolch,new,-1.6876141361245676,wcbc_rank,1
Dolch,no,-1.7164862984841376,wcbc_rank,1
Dolch,now,-1.7116162951945717,wcbc_rank,1
Dolch,on,-1.7272698771967483,wcbc_rank,1
Dolch,our,-1.6897012803915243,wcbc_rank,1
Dolch,out,-1.719617014884573,wcbc_rank,1
Dolch,please,-1.6667426934549987,wcbc_rank,1
Dolch,pretty,-1.6069112244689014,wcbc_rank,1
Dolch,ran,-1.6778741295454354,wcbc_rank,1
Dolch,ride,-1.5571676194397623,wcbc_rank,1
Dolch,saw,-1.6820484180793491,wcbc_rank,1
Dolch,say,-1.6886577082580458,wcbc_rank,1
Dolch,she,-1.7279655919524006,wcbc_rank,1
Dolch,so,-1.7223998739071822,wcbc_rank,1
Dolch,soon,-1.655959114742388,wcbc_rank,1
Dolch,that,-1.726574162441096,wcbc_rank,1
Dolch,there,-1.7185734427510946,wcbc_rank,1
Dolch,they,-1.7241391607963128,wcbc_rank,1
Dolch,this,-1.7154427263506593,wcbc_rank,1
Dolch,too,-1.705702719771527,wcbc_rank,1
Dolch,under,-1.651089111452822,wcbc_rank,1
Dolch,want,-1.684483419724132,wcbc_rank,1
Dolch,was,-1.7286613067080527,wcbc_rank,1
Dolch,well,-1.6987455722150042,wcbc_rank,1
Dolch,went,-1.7084855787941362,wcbc_rank,1
Dolch,what,-1.7203127296402252,wcbc_rank,1
Dolch,white,-1.6420448196293422,wcbc_rank,1
Dolch,who,-1.7070941492828318,wcbc_rank,1
Dolch,will,-1.7137034394615285,wcbc_rank,1
Dolch,with,-1.7251827329297913,wcbc_rank,1
Dolch,yes,-1.6472626802967345,wcbc_rank,1
Dolch,after,-1.6879619935023935,wcbc_rank,1
Dolch,again,-1.691092709902829,wcbc_rank,1
Dolch,an,-1.6977020000815255,wcbc_rank,1
Dolch,any,-1.6496976819415174,wcbc_rank,1
Dolch,as,-1.722052016529356,wcbc_rank,1
Dolch,ask,-1.60343265069064,wcbc_rank,1
Dolch,by,-1.7018762886154395,wcbc_rank,1
Dolch,could,-1.71265986732805,wcbc_rank,1
Dolch,every,-1.6590898311428235,wcbc_rank,1
Dolch,fly,-1.6347398146949932,wcbc_rank,1
Dolch,from,-1.7091812935497883,wcbc_rank,1
Dolch,give,-1.6503933966971698,wcbc_rank,1
Dolch,going,-1.6921362820363073,wcbc_rank,1
Dolch,had,-1.719269157506747,wcbc_rank,1
Dolch,has,-1.6834398475906538,wcbc_rank,1
Dolch,her,-1.7237913034184869,wcbc_rank,1
Dolch,him,-1.7161384411063114,wcbc_rank,1
Dolch,his,-1.7262263050632698,wcbc_rank,1
Dolch,how,-1.702919860748918,wcbc_rank,1
Dolch,just,-1.713007724705876,wcbc_rank,1
Dolch,know,-1.6973541427036996,wcbc_rank,1
Dolch,let,-1.662916262298911,wcbc_rank,1
Dolch,live,-1.5686469129080252,wcbc_rank,1
Dolch,may,-1.6423926770071684,wcbc_rank,1
Dolch,of,-1.729357021463705,wcbc_rank,1
Dolch,old,-1.7060505771493533,wcbc_rank,1
Dolch,once,-1.6636119770545634,wcbc_rank,1
Dolch,open,-1.59438835886716,wcbc_rank,1
Dolch,over,-1.7022241459932657,wcbc_rank,1
Dolch,put,-1.6883098508802197,wcbc_rank,1
Dolch,round,-1.6354355294506455,wcbc_rank,1
Dolch,some,-1.7043112902602224,wcbc_rank,1
Dolch,stop,-1.6660469786993464,wcbc_rank,1
Dolch,take,-1.6830919902128276,wcbc_rank,1
Dolch,thank,-1.615955516292381,wcbc_rank,1
Dolch,them,-1.7133555820837023,wcbc_rank,1
Dolch,then,-1.7178777279954422,wcbc_rank,1
Dolch,think,-1.6952669984367428,wcbc_rank,1
Dolch,walk,-1.6201298048262949,wcbc_rank,1
Dolch,were,-1.7140512968393546,wcbc_rank,1
Dolch,when,-1.7189213001289207,wcbc_rank,1
Dolch,always,-1.6695255524776078,wcbc_rank,1
Dolch,around,-1.686570563991089,wcbc_rank,1
Dolch,because,-1.6656991213215202,wcbc_rank,1
Dolch,been,-1.6583941163871712,wcbc_rank,1
Dolch,before,-1.667438408210651,wcbc_rank,1
Dolch,best,-1.6521326835863004,wcbc_rank,1
Dolch,both,-1.565864053885416,wcbc_rank,1
Dolch,buy,-1.5599504784623714,wcbc_rank,1
Dolch,call,-1.6100419408693367,wcbc_rank,1
Dolch,cold,-1.6357833868284717,wcbc_rank,1
Dolch,does,-1.6493498245636913,wcbc_rank,1
Dolch,don't,NA,wcbc_rank,1
Dolch,fast,-1.6573505442536929,wcbc_rank,1
Dolch,first,-1.6716126967445648,wcbc_rank,1
Dolch,five,-1.5996062195345524,wcbc_rank,1
Dolch,found,-1.6639598344323894,wcbc_rank,1
Dolch,gave,-1.647610537674561,wcbc_rank,1
Dolch,goes,-1.6309133835389056,wcbc_rank,1
Dolch,green,-1.6754391279006524,wcbc_rank,1
Dolch,its,-1.70813772141631,wcbc_rank,1
Dolch,made,-1.689005565635872,wcbc_rank,1
Dolch,many,-1.644131963896299,wcbc_rank,1
Dolch,off,-1.693527711547612,wcbc_rank,1
Dolch,or,-1.701528431237613,wcbc_rank,1
Dolch,pull,-1.4055018027075623,wcbc_rank,1
Dolch,read,-1.6284783818941224,wcbc_rank,1
Dolch,right,-1.6970062853258734,wcbc_rank,1
Dolch,sing,-1.5818654932654188,wcbc_rank,1
Dolch,sit,-1.6124769425141197,wcbc_rank,1
Dolch,sleep,-1.6566548294980403,wcbc_rank,1
Dolch,tell,-1.678917701678914,wcbc_rank,1
Dolch,their,-1.7063984345271794,wcbc_rank,1
Dolch,these,-1.6156076589145552,wcbc_rank,1
Dolch,those,-1.643784106518473,wcbc_rank,1
Dolch,upon,-1.6253476654936871,wcbc_rank,1
Dolch,us,-1.6848312771019582,wcbc_rank,1
Dolch,use,-1.5029018684988835,wcbc_rank,1
Dolch,very,-1.7095291509276147,wcbc_rank,1
Dolch,wash,-1.4382003962232202,wcbc_rank,1
Dolch,which,-1.6169990884258596,wcbc_rank,1
Dolch,why,-1.6813527033236968,wcbc_rank,1
Dolch,wish,-1.6378705310954285,wcbc_rank,1
Dolch,work,-1.6232605212267304,wcbc_rank,1
Dolch,would,-1.710224865683267,wcbc_rank,1
Dolch,write,-1.4173289535536513,wcbc_rank,1
Dolch,your,-1.7150948689728331,wcbc_rank,1
Dolch,about,-1.7039634328823965,wcbc_rank,1
Dolch,better,-1.6263912376271656,wcbc_rank,1
Dolch,bring,-1.508815443921928,wcbc_rank,1
Dolch,carry,-1.3995882272845177,wcbc_rank,1
Dolch,clean,-1.530034743969323,wcbc_rank,1
Dolch,cut,-1.4764647077840962,wcbc_rank,1
Dolch,done,-1.605867652335423,wcbc_rank,1
Dolch,draw,-1.2284423973940537,wcbc_rank,1
Dolch,drink,-1.461506840537572,wcbc_rank,1
Dolch,eight,-1.4611589831597458,wcbc_rank,1
Dolch,fall,-1.5356004620145411,wcbc_rank,1
Dolch,far,-1.589170498199768,wcbc_rank,1
Dolch,full,-1.6208255195819472,wcbc_rank,1
Dolch,got,-1.696310570570221,wcbc_rank,1
Dolch,grow,-1.55194975877237,wcbc_rank,1
Dolch,hold,-1.551254044016718,wcbc_rank,1
Dolch,hot,-1.613172657269772,wcbc_rank,1
Dolch,hurt,-1.395066081372778,wcbc_rank,1
Dolch,if,-1.7123120099502238,wcbc_rank,1
Dolch,keep,-1.6128247998919458,wcbc_rank,1
Dolch,kind,-1.5648204817519376,wcbc_rank,1
Dolch,laugh,-1.2242681088601397,wcbc_rank,1
Dolch,light,-1.591953357222377,wcbc_rank,1
Dolch,long,-1.693875568925438,wcbc_rank,1
Dolch,much,-1.6670905508328249,wcbc_rank,1
Dolch,myself,-1.4065453748410408,wcbc_rank,1
Dolch,never,-1.6914405672806552,wcbc_rank,1
Dolch,only,-1.6691776950997816,wcbc_rank,1
Dolch,own,-1.5783869194871574,wcbc_rank,1
Dolch,pick,-1.506380442277145,wcbc_rank,1
Dolch,seven,-1.4646375569380072,wcbc_rank,1
Dolch,shall,-1.6330005278058624,wcbc_rank,1
Dolch,show,-1.63230481305021,wcbc_rank,1
Dolch,six,-1.4691597028497472,wcbc_rank,1
Dolch,small,-1.6632641196767373,wcbc_rank,1
Dolch,start,-1.504641155388014,wcbc_rank,1
Dolch,ten,-1.563776909618459,wcbc_rank,1
Dolch,today,-1.6135205146475982,wcbc_rank,1
Dolch,together,-1.620477662204121,wcbc_rank,1
Dolch,try,-1.6281305245162965,wcbc_rank,1
Dolch,warm,-1.5714297719306345,wcbc_rank,1
Dolch,apple,-1.487248286496707,wcbc_rank,1
Dolch,baby,-1.6858748492354367,wcbc_rank,1
Dolch,back,-1.7109205804389194,wcbc_rank,1
Dolch,ball,-1.6197819474484687,wcbc_rank,1
Dolch,bear,-1.68378770496848,wcbc_rank,1
Dolch,bed,-1.6823962754571753,wcbc_rank,1
Dolch,bell,-1.5662119112632422,wcbc_rank,1
Dolch,bird,-1.658046259009345,wcbc_rank,1
Dolch,birthday,-1.5202947373901907,wcbc_rank,1
Dolch,boat,-1.5366440341480196,wcbc_rank,1
Dolch,box,-1.63682695896195,wcbc_rank,1
Dolch,boy,-1.6681341229663031,wcbc_rank,1
Dolch,bread,-1.5874312113106372,wcbc_rank,1
Dolch,brother,-1.5999540769123783,wcbc_rank,1
Dolch,cake,-1.5707340571749822,wcbc_rank,1
Dolch,car,-1.665003406565868,wcbc_rank,1
Dolch,cat,-1.698049857459352,wcbc_rank,1
Dolch,chair,-1.4371568240897417,wcbc_rank,1
Dolch,chicken,-1.5449926112158472,wcbc_rank,1
Dolch,children,-1.6361312442062976,wcbc_rank,1
Dolch,christmas,-1.4148939519088684,wcbc_rank,1
Dolch,coat,-1.414198237153216,wcbc_rank,1
Dolch,corn,-1.4274168175106094,wcbc_rank,1
Dolch,cow,-1.5950840736228125,wcbc_rank,1
Dolch,day,-1.7088334361719624,wcbc_rank,1
